;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
5282;France;Attractive aromas of sweet grass, melon rind and baby's breath lead the nose of this dainty wine, with supporting fruity nuances of white raspberry, cherry and peach. The mouthfeel is light and refreshing, with pleasant acidity and a juicy, mouthwatering finish. Enjoy this quenching rosé now.;Cuvée Cersius;87;17.0;Languedoc-Roussillon;Languedoc;;Lauren Buzzeo;@laurbuzz;male;2;Château de Jonquieres 2014 Cuvée Cersius Rosé (Languedoc);Rosé;Château de Jonquieres
5283;US;Bright gold in color, this is fragrant of sweet spice, smoke and orange rind. Medium-bodied in style, the palate is a tad tart, with notes of sour apple, lemon and underripe tangerine. Finishes on a sour wood note.;Estate Grown;84;25.0;Massachusetts;Southeastern New England;;Anna Lee C. Iijima;;Female;;Truro 2008 Estate Grown Chardonnay (Southeastern New England);Chardonnay;Truro
5284;US;This stylish, well-defined Roussanne is crisp as a cucumber, with fruit flavors of citrus, green berry, apple and melon. This is immaculate and beautifully balanced.;;92;25.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Lauren Ashton Cellars 2011 Roussanne (Columbia Valley (WA));Roussanne;Lauren Ashton Cellars
5285;Italy;This lively Barbaresco is distinguished by a drying mineral note that recalls black slate or graphite. Aromas of Spanish cedar, root beer and licorice are followed by dark fruit and plum. The wine is controlled, compact and tight in the mouth and it's almost ready to drink. Drink after 2012.;Vigna Giaia;90;42.0;Piedmont;Barbaresco;;;;;;Pe're Alessandro 2004 Vigna Giaia  (Barbaresco);Nebbiolo;Pe're Alessandro
5286;Italy;Here's a cheerful and beautifully aromatic blend of Pinot Grigio, Traminer and Riesling that boasts both freshness and complexity. The Pinot Grigio gives it weight and structure and the other two varieties create a fragrant bouquet of stone fruit and white flowers.;Confini;88;;Northeastern Italy;Venezia Giulia;;;;;;Lis Neris 2006 Confini White (Venezia Giulia);White Blend;Lis Neris
5287;Italy;New leather, sun-baked earth, blue flower and gamy hints of cured meat are some of the aromas you'll find in this structured red. The bright, taut palate offers sour cherry, crushed raspberry, pipe tobacco and grilled herb flavors, while youthfully firm tannins provide support. It's chock-full of character but may need a few more years to unwind. Drink 2020–2032.;Pietra Rossa;92;49.0;Tuscany;Vino Nobile di Montepulciano;;Kerin O’Keefe;@kerinokeefe;female;;Contucci 2012 Pietra Rossa  (Vino Nobile di Montepulciano);Red Blend;Contucci
5288;France;90-92. Barrel sample. Firm and complex, this wine is smoothed by some new wood, but dominated by flavors of ripe black plum and berry. It has weight, its tannic core surrounded by a rich, soft texture.;Barrel Sample;91;;Bordeaux;Margaux;;Roger Voss;@vossroger;male;;Château Ferrière 2011 Barrel Sample  (Margaux);Bordeaux-style Red Blend;Château Ferrière
5289;France;"Very tannic and concentrated, this is a dry wine with a chunky structure and a dark, firm feel. Plum skin and black currant notes are behind the scenes; this wine needs at least three more years of aging.";;89;;Bordeaux;Saint-Émilion;;Roger Voss;@vossroger;male;;Château Haut Gravet 2008  Saint-Émilion;Bordeaux-style Red Blend;Château Haut Gravet
5290;US;A little simple and soft, but a pretty good approximation of Russian River Valley Pinot Noir. Shows raspberry jam, cola, red licorice and sandalwood flavors, wrapped into a silky texture.;;86;17.0;California;Russian River Valley;Sonoma;;;;;Sea Mist 2008 Pinot Noir (Russian River Valley);Pinot Noir;Sea Mist
5291;France;This soft, fruity wine features attractive light tannins and rounded berry fruits. It's balanced, the acidity giving a fresh, bright aftertaste.;Godou Exception;86;;France Other;Vin de France;;Roger Voss;@vossroger;male;;Château de Gaudou 2013 Godou Exception Malbec (Vin de France);Malbec;Château de Gaudou
5292;US;Young and spicy, this easy-drinking Pinot Gris still shows some bite and some bitterness, perhaps from skin contact. Give it a little more bottle age, and drink it chilled, to bring out the tart fruit and cut the phenolics.;;86;19.0;Oregon;Oregon;Oregon Other;Paul Gregutt;@paulgwine ;male;;Corvallis Cellars 2013 Pinot Gris (Oregon);Pinot Gris;Corvallis Cellars
5293;US;All Merlot, this pale-pink wine offers aromas of herbs, grass and cherry. Though the label suggests otherwise, it drinks off dry, with pit-fruit flavors.;Dry;84;18.0;Washington;Ancient Lakes;Columbia Valley;Sean P. Sullivan;@wawinereport;;;Cave B 2014 Dry Rosé (Ancient Lakes);Rosé;Cave B
5294;France;A fruity wine—this is full of strawberry flavor, with enough acidity and soft, warm tannins to give it shape. While it can age, it is ready to drink now.;Domaine de la Créa Sous Roche;87;;Burgundy;Saint-Romain;;Roger Voss;@vossroger;male;;Louis Max 2009 Domaine de la Créa Sous Roche  (Saint-Romain);Pinot Noir;Louis Max
5295;Portugal;Rounded, warm wine, its walnut and kiwi fruit balanced by a soft texture. It has preserved its freshness, allowing the acidity to shine through. A serious wine, as well as delicious, to drink now.;Bruto;90;40.0;Vinho Espumante de Qualidade;;;Roger Voss;@vossroger;male;;Murganheira 2004 Bruto Chardonnay (Vinho Espumante de Qualidade);Chardonnay;Murganheira
5296;France;A blend of the three Champagne grapes in roughly equal proportions has produced this balanced, soft and creamy wine. With a ripe dosage and a smooth texture, it is an easy wine. White fruits and light acidity make it attractive to drink now.;Sélection Brut;87;44.0;Champagne;Champagne;;Roger Voss;@vossroger;male;;Pannier NV Sélection Brut  (Champagne);Champagne Blend;Pannier
5297;US;Strong, earthy and herbal, this dances in wild strawberry and dark cherry that's concentrated in texturally pleasing layers leading up to a potent, spicy finish.;Laguna West;93;39.0;California;Russian River Valley;Sonoma;Virginie Boone;@vboone;female;;Fog Crest 2012 Laguna West Pinot Noir (Russian River Valley);Pinot Noir;Fog Crest
5298;Croatia;Aromas of grapefruit, lemon zest and white peach lead the way to flavors of apple and peach. There's a nice level of minerality and a crisp finish.;Premium;88;25.0;Korčula;;;Jeff Jenssen;@worldwineguys;Male;;Toreta 2015 Premium Posip (Korčula);Posip;Toreta
5299;Spain;It's almost absurd how good this $9 Tempranillo is. Full, clean, deep aromas of black fruits and licorice feed into an energetic yet generous palate with moderate richness. Flavors of black cherry, blackberry and pepper finish spicy but not pushy. What a deal!;;90;9.0;Central Spain;Vino de la Tierra de Castilla;;Michael Schachner;@wineschach;male;;Mano A Mano 2011 Tempranillo (Vino de la Tierra de Castilla);Tempranillo;Mano A Mano
5300;US;A very dry Cabernet, with upfront tannins, this has highlights of soft plum, blackberry, cedar and chocolate. It's missing plushness and backbone, finishing a bit thin.;;85;13.0;California;Red Hills Lake County;;Virginie Boone;@vboone;female;;Dynamite Vineyards 2009 Cabernet Sauvignon (Red Hills Lake County);Cabernet Sauvignon;Dynamite Vineyards
5301;Italy;This Cuvée Royale delivers candy-like notes of sweet honeysuckle and butterscotch. It is a luminous and fresh wine with a clean and simple mouthfeel backed a touch of tangy spice that is driven by the wine's tonic effervescence.;Cuvée Royale Nature Brut;86;;Italy Other;Italy;;;;;;Marchesi Antinori NV Cuvée Royale Nature Brut Sparkling (Italy);Sparkling Blend;Marchesi Antinori
5302;US;There's a touch of forest floor funk on this wine, but the nose also shows lots of stewed black cherries, chemise and mint-chocolate chip. The palate is deep and rich but not overly ripe, with raspberry and elderberry fruit cut by herbal seasonings of oregano, thyme, marjoram and mint.;Hunter's Cuvee;93;40.0;California;Carmel Valley;Central Coast;Matt Kettmann;@mattkettmann;male;;Holman Ranch 2010 Hunter's Cuvee Pinot Noir (Carmel Valley);Pinot Noir;Holman Ranch
5303;Chile;Aromas of graphite, rich berry fruit and leather dominate the nose. This Syrah has a jammy, yet layered mouthfeel, along with flavors of berry, toast, graphite and mint. Overall this is a deep, full-bodied wine that's quite toasty and oaky.;Gran Reserva Estate Bottled;89;20.0;Casablanca Valley;;;Michael Schachner;@wineschach;male;;Casas del Bosque 2012 Gran Reserva Estate Bottled Syrah (Casablanca Valley);Syrah;Casas del Bosque
5304;US;This delicious Pinot Noir is Miro's best ever. It's ripe in fruit and spices, offering wave after wave of raspberry Newton, brown sugar, Dr. Pepper cola, cinnamon and sandalwood flavors that persist through a long finish. Easy to like now, but it's not an ager.;Floodgate Vineyard;89;28.0;California;Russian River Valley;Sonoma;;;;;Miro 2011 Floodgate Vineyard Pinot Noir (Russian River Valley);Pinot Noir;Miro
5305;Chile;Despite this having a distinctly green nose, there's enough cherry and currant character along with overall brightness to make this an enjoyable Cab. Oaky flavors of vanilla and cream accent cherry and red plum. The finish is oaky yet bolstered by firm acids.;Grand Reserve Selected Vineyards;87;20.0;Maule Valley;;;Michael Schachner;@wineschach;male;;Santa Isle 2012 Grand Reserve Selected Vineyards Cabernet Sauvignon (Maule Valley);Cabernet Sauvignon;Santa Isle
5306;Portugal;The Loureiro grape, grown mainly in the Lima Valley in the center of Vinho Verde, produces a distinctly mineral style of wine. This wine has that character as well as some riper tropical fruit notes and pure citrus acidity. The combination is intensely fruity and very refreshing.;;90;9.0;Vinho Verde;;;Roger Voss;@vossroger;male;;J. Portugal Ramos 2013 Loureiro (Vinho Verde);Loureiro;J. Portugal Ramos
5307;France;Fruity, lightly yeasty and with a caramel touch, this wine is rich and smooth. It has a generous red-fruit character as well as the right balanced acidity. The wine will be better from late 2017.;;89;15.0;Bordeaux;Bordeaux Rosé;;Roger Voss;@vossroger;male;;Château Trocard 2016 Rosé (Bordeaux Rosé);Rosé;Château Trocard
5308;Italy;Fresh, zippy and vibrant in the mouth, Bucci's cheerful Verdicchio proves to be an informal, no-fuss white with a good balance between fruit and acidity. The aromas recall citrus, fresh flowers and white stone.;;86;26.0;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;;;;;;Fratelli Bucci 2007  Verdicchio dei Castelli di Jesi Classico Superiore;Verdicchio;Fratelli Bucci
5309;Italy;Made entirely with Pinot Nero, this salmon-colored sparkler has delicate aromas of McIntosh apple, citrus zest and a whiff of honey. The bright palate offers strawberry, bread crust and a note of toasted hazelnut alongside an elegant mousse.;Cuvéè Leonora Rosé;88;30.0;Piedmont;Alta Langa;;Kerin O’Keefe;@kerinokeefe;female;;Cascina Bretta Rossa 2011 Cuvéè Leonora Rosé Pinot Nero (Alta Langa);Pinot Nero;Cascina Bretta Rossa
5310;Italy;This Barolo from the Gattera vineyard of La Morra opens with bold personality and chiseled aromas of cola, spice, black fruit, root beer, licorice, dried tobacco and herbs. The wine holds the banner high as far as Nebbiolo tradition goes and offers a long, spice- filled finish. Drink after 2015.;Vigne Gattera;91;;Piedmont;Barolo;;;;;;Gianfranco Bovio 2006 Vigne Gattera  (Barolo);Nebbiolo;Gianfranco Bovio
5311;South Africa;Bright and light on its feet, this is a pleasant and sunny wine that's loaded with crisp citrus and green apple aromas and flavors. There's a subtle, surprising smoothness to the palate, though zippy acidity picks up on the midpalate and through the clean finish. Drink now.;Citrus Grove;88;14.0;Coastal Region;;;Lauren Buzzeo;@laurbuzz;male;2;Bellingham 2015 Citrus Grove Chenin Blanc (Coastal Region);Chenin Blanc;Bellingham
5312;Italy;There's a soft candy-like element here that recalls butterscotch, caramel and honey-coated almond. The wine is sweet, thick and syrupy with apricot and candied orange peel on the close.;;90;67.0;Northeastern Italy;Colli Orientali del Friuli;;;;;;La Roncaia 2008 Picolit (Colli Orientali del Friuli);Picolit;La Roncaia
5313;US;A light cherry-red color, this wine offers bright aromas of strawberry and cherry. It drinks off dry, with lightly spritzy fruit flavors that come off as a bit weighty and ponderous.;Limited Release Rosé;87;26.0;Washington;Horse Heaven Hills;Columbia Valley;Sean P. Sullivan;@wawinereport;;;Columbia Winery 2015 Limited Release Rosé Grenache (Horse Heaven Hills);Grenache;Columbia Winery
5314;US;Sonoma Valley stalwart Sam Sebastiani returns to the winemaking fold with this small-production Sangiovese. A juicy study in robust, powerful tannins and fresh plum, it has a trace of anise on the back of the palate. Blended with 8% Petite Sirah and 4% Malbec, it spent a year in older French oak barrels and is a delicious California version of the Italian classic.;Reserve;91;35.0;California;Sonoma Valley;Sonoma;Virginie Boone;@vboone;female;;La Chertosa 2012 Reserve Sangiovese (Sonoma Valley);Sangiovese;La Chertosa
5315;Austria;A blend of Blaufränkisch, Zweigelt, Cabernet Sauvignon and Merlot, created as a fusion of international and Austrian varieties, this dry-textured, firm wine is rich and full-bodied with plum skins and concentration. Age for 3–4 years.;Rosso e Nero;91;40.0;Burgenland;;;Roger Voss;@vossroger;male;;Josef Pöckl 2008 Rosso e Nero Red (Burgenland);Austrian Red Blend;Josef Pöckl
5316;Spain;Buttercup aromas are peachy and yeasty. Although the wine offers adequate freshness, it is starting to lose clarity. Flavors of dull peach finish nutty and slightly oxidized.;;83;8.0;Northern Spain;Campo de Borja;;Michael Schachner;@wineschach;male;;Borsao 2012 Viura (Campo de Borja);Viura;Borsao
5317;Italy;Full-bodied and intense, this delicious wine opens with aromas of woodland berry, star anise, chopped herbs, underbrush and a whiff of light oak. The firm palate doles out ripe black cherry, licorice, sage and chopped mint alongside big, velvety tannins and fresh acidity.;Ginestra Casa Maté;94;;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Elio Grasso 2011 Ginestra Casa Maté  (Barolo);Nebbiolo;Elio Grasso
5318;US;Interesting and complex aromas suggest new oak, tea, leather and red cherry. Tangy cranberry flavors and a crisp feel in the mouth make this wine enjoyable in a lean style.;;86;20.0;California;Calaveras County;Sierra Foothills;Jim Gordon;@gordone_cellars;male;1;Chatom 2012 Sangiovese (Calaveras County);Sangiovese;Chatom
5319;US;Sour fruits, tobacco pipe resin and toasted coconut combine for a funky but pleasing nose on this blend from Core Wine Co. The flavors are leathery with plum jam, and vibrant acidity runs from front to back.;Thirteen Moons;90;19.0;California;Santa Barbara County;Central Coast;Matt Kettmann;@mattkettmann;male;;Kuyam 2008 Thirteen Moons Red (Santa Barbara County);Bordeaux-style Red Blend;Kuyam
5320;Italy;Montresor's base Soave Classico delivers a crisp, streamlined style with a fresh acidic component set against sweet aromas of ripe fruit and peach. The finish is characterized by white flower and talc powder aromas.;;86;;Veneto;Soave Classico;;;;;;Montresor 2010  Soave Classico;Garganega;Montresor
5321;US;A delicious Cab, polished and supple, with ripe black and red currant, raspberry, violet, cedar and mocha flavors. Feels soft and velvety in the mouth. Drink now.;;85;20.0;California;Napa Valley;Napa;;;;;Martin Ray 2005 Cabernet Sauvignon (Napa Valley);Cabernet Sauvignon;Martin Ray
5322;Germany;While it's hard to go wrong with any of Fritz Haag's gorgeously sunny 2012 auslesen, the goldkapsels truly exemplify the pristine lusciousness of stone fruit and mango. Lemon acidity sings through the midpalate, highlighting nuanced shades of spice, mineral and earth that linger on the finish. Decadent yet impeccably balanced.;Brauneberger Juffer Sonnenuhr Auslese Goldkapsel;94;52.0;Mosel;;;Anna Lee C. Iijima;;Female;;Fritz Haag 2012 Brauneberger Juffer Sonnenuhr Auslese Goldkapsel Riesling (Mosel);Riesling;Fritz Haag
5323;US;This delicate but plush bottling is of a rare grape known in the Rhône as Rolle. Sharp aromas of pear skin and Meyer lemon rind evolve into fleshier scents of stone fruit, white flowers and wet river stone. Lime juice and fine flavors are laced across sizzling acidity and grippy minerality on the palate.;;91;27.0;California;Adelaida District;Central Coast;Matt Kettmann;@mattkettmann;male;;Tablas Creek 2015 Vermentino (Adelaida District);Vermentino;Tablas Creek
5324;France;This wine's juicy fruit and ripe tannins show it's full of potential. Firm now, it has rich black fruit and perfumed wood flavors that will soften with time. Drink from 2021.;;91;25.0;Bordeaux;Castillon Côtes de Bordeaux;;Roger Voss;@vossroger;male;;Château du Roc 2015  Castillon Côtes de Bordeaux;Bordeaux-style Red Blend;Château du Roc
5325;France;This white wine is fruity and crisp with a deliciously refreshing herbal edge. Lemon and pink grapefruit are cut by some zingy acidity and finished with a bright aftertaste. Drink now.;;85;9.0;Southwest France;Côtes de Gascogne;;Roger Voss;@vossroger;male;;Domaine du Touja 2015 White (Côtes de Gascogne);White Blend;Domaine du Touja
5326;France;This blend of Merlot, Tannat and Syrah comes from the southwest near the Atlantic Ocean. That locale gives the tannins and the juicy red fruits a cool, perfumed and lightly stalky character. The acidity is right there along with the soft berry aftertaste that makes the wine drinkable now.;Villa de Cocagne;87;11.0;France Other;Vin de France;;Roger Voss;@vossroger;male;;Lionel Osmin & Cie 2014 Villa de Cocagne Red (Vin de France);Red Blend;Lionel Osmin & Cie
5327;South Africa;An enticing and savory nose of clove, spice, pepper and a touch of smoke lead on this classy Pinotage. Though the wine has a refreshing edge, it's complex and sultry, with an elegant balance of red fruit, plum and smoke and a round but vibrant character. Pair with heartier beef dishes or sip alone.;;89;12.0;Stellenbosch;;;Susan Kostrzewa;@suskostrzewa;;3;Spier 2005 Pinotage (Stellenbosch);Pinotage;Spier
5328;US;If Pinot's first responsibility is to seduce the palate, this one succeeds admirably. It's soft as velvet and silk, and drily opulent, with gorgeously refined tannins that frame lush, intricate flavors. Waves of cherry pie, red currant, licorice, cola and cedar flavors wash over the palate, and feel distinguished, the way a top red wine should. Drink now through 2012.;Primo's Hill;94;50.0;California;Carneros;Napa-Sonoma;;;;;Kazmer & Blaise 2006 Primo's Hill Pinot Noir (Carneros);Pinot Noir;Kazmer & Blaise
5329;US;A thick, rich and balanced expression of great, estate-owned dirt, this wine has well-developed elements of green apple, pear and lemon, with teases of wet stone and gravelly minerality.;Estate Grown;90;28.0;California;Carneros;Napa-Sonoma;Virginie Boone;@vboone;female;;Silverado 2013 Estate Grown Chardonnay (Carneros);Chardonnay;Silverado
5330;US;This is almost all varietal, with just smidgeons of Merlot and Malbec (2% each) blended in. It displays an appealing mix of fruit and barrel, with aromas and flavors of coffee, spice, pencil lead, herbs and cherry, showing a sense of vibrancy and richness.;Stillwater Creek Vineyard;90;30.0;Washington;Columbia Valley (WA);Columbia Valley;Sean P. Sullivan;@wawinereport;;;Novelty Hill 2012 Stillwater Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA));Cabernet Sauvignon;Novelty Hill
5331;Australia;Lean, tart and slightly ungenerous on the palate, but the flavors are authentically Pinot Noir, ranging from earth and root vegetables to pie cherries and herbs. Clean and crisp on the finish.;;84;16.0;Victoria;Strathbogie Ranges;;Joe Czerwinski;@JoeCz;Male;;Cooralook 2010 Pinot Noir (Strathbogie Ranges);Pinot Noir;Cooralook
5332;Italy;It opens with hallmark Nebbiolo scents of freshly picked roses, crushed violets, leather, berry, alpine herbs and forest floor. The delicious palate delivers a core of succulent black cherry accented with notes of cake spices, mint, licorice and grilled herbs. It's young but already balanced with powerful but refined tannins and brisk acidity. Drink 2020–2045.;Bricco Visette;93;80.0;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Attilio Ghisolfi 2010 Bricco Visette  (Barolo);Nebbiolo;Attilio Ghisolfi
5333;Chile;Confident, smoky aromas of black fruits, quality oak and minerality set up a round, dense, smooth palate that's as elegant as things get in Chile. True Cabernet Sauvignon flavors are spicy, lightly herbal and suggest licorice, cassis and blackberry. On the finish, warm oak, menthol and medicinal flavors call for another few years in bottle. Best from 2016–2023.;Viñedo Chadwick;93;400.0;Maipo Valley;;;Michael Schachner;@wineschach;male;;Errazuriz 2011 Viñedo Chadwick Cabernet Sauvignon (Maipo Valley);Cabernet Sauvignon;Errazuriz
5334;US;A project of Charles Smith and Charles Bieler, this easy-drinking, approachable red is a low-budget expression of a popular blend. The sweet cherry fruit is lightly candied, and it bears a strong scent of toast. The flavors are simple, juicy and quite pretty, with a streak of fresh cut tobacco.;;87;11.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Charles & Charles 2010 Cabernet Sauvignon-Syrah (Columbia Valley (WA));Cabernet Sauvignon-Syrah;Charles & Charles
5335;Italy;Heady scents of elderflower, ripe stone fruit and dried chamomile lift out of the glass. The medium-bodied savory palate delivers creamy white peach, mature apple, citrus and mineral. A nutty note wraps up the lingering finish.;Rive Alte;91;32.0;Northeastern Italy;Isonzo del Friuli;;Kerin O’Keefe;@kerinokeefe;female;;Borgo San Daniele 2015 Rive Alte Friulano (Isonzo del Friuli);Friulano;Borgo San Daniele
5336;France;This is a domaine wine, coming from one of the vineyards owned by Olivier Leflaive and worked biodynamically. It is a very fine wine from probably the most well-known premier cru in the village. With its rich acidity and white fruits, it is generous as well as crisply textured. The toast from the wood aging adds its juicy character to this impressive wine. Drink from 2019.;Les Folatières Premier Cru;94;185.0;Burgundy;Puligny-Montrachet;;Roger Voss;@vossroger;male;;Olivier Leflaive 2014 Les Folatières Premier Cru  (Puligny-Montrachet);Chardonnay;Olivier Leflaive
5337;France;The short oak aging has broadened this already ripe wine. The touch of toast is balanced by the yellow fruits and rich acidity. It is full, concentrated, mineral textured and ready to drink.;La Grande Châtelaine;90;30.0;Loire Valley;Sancerre;;Roger Voss;@vossroger;male;;Joseph Mellot 2014 La Grande Châtelaine  (Sancerre);Sauvignon Blanc;Joseph Mellot
5338;Italy;Aromas of purple flower and wild berry lead the nose on this blend of 60% Sangiovese, 22% Merlot, 10% Canaiolo 5% Petit Verdot and 3% Colorino. The easy-drinking, chewy palate doles out black raspberry, Morello cherry, black pepper and baking spice alongside polished tannins. Drink through 2017.;Birbanera;90;38.0;Tuscany;Montecucco;;Kerin O’Keefe;@kerinokeefe;female;;Amantis 2011 Birbanera  (Montecucco);Red Blend;Amantis
5339;France;While ripe, this also has a firm structure, with a mix of rich yellow-fruit flavors and austere minerality. With the acidity just beginning to soften, it will turn into a full and more rounded wine.;;87;24.0;Burgundy;Mâcon-Azé;;Roger Voss;@vossroger;male;;Domaine de la Garenne 2009  Mâcon-Azé;Chardonnay;Domaine de la Garenne
5340;Italy;Aromas of menthol, ripe berry, dark spice and a balsamic note lead the nose. On the straightforward palate, star anise accents dried cherry while firm tannins provide support.;;88;46.0;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Brezza 2012  Barolo;Nebbiolo;Brezza
5341;Spain;Aromas of orange pulp and peel are hanging in there. This feels both oily and citric, while sour-leaning citrus flavors are a bit salty. On the finish, this feels plump and holds onto its citrusy essence. Drink immediately.;Floreano e Punto;88;18.0;Galicia;Rías Baixas;;Michael Schachner;@wineschach;male;;Bodegas Carballal 2015 Floreano e Punto Albariño (Rías Baixas);Albariño;Bodegas Carballal
5342;Austria;Ripe Concord pear and lemon zest beckon on the nose, and a lively lemon vein goes right through this refreshing little number. Drink now, preferably with lots of sunshine.;Am Berg;89;19.0;Niederösterreich;;;Anne Krebiehl MW;@AnneInVino;Female;;Bernhard Ott 2013 Am Berg Grüner Veltliner (Niederösterreich);Grüner Veltliner;Bernhard Ott
5343;US;This jumps up and grabs you by the nose immediately, with bright scents of fresh raspberries and highlights of coffee grounds. A lively wine, with immaculate fruit, the concentrated flavors blend strawberries and raspberries, with supporting acids and just a nice touch of barrel flavors.;Cuvée;91;35.0;Oregon;Willamette Valley;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Youngberg Hill Vineyards 2014 Cuvée Pinot Noir (Willamette Valley);Pinot Noir;Youngberg Hill Vineyards
5344;France;Clos Windsbuhl in Hunawihr is the northernmost of Zind-Humbrecht's collection of vineyards. In 2012, it has produced an impressive wine that has all the right spice of Pinot Gris along with acidity and a fresh edge. That gives this rich wine a great lift, with a waft of pear to go with the yellow-fruit flavors. Drink from 2016.;Clos Windsbuhl Hunawihr;92;80.0;Alsace;Alsace;;Roger Voss;@vossroger;male;;Domaine Zind-Humbrecht 2012 Clos Windsbuhl Hunawihr Pinot Gris (Alsace);Pinot Gris;Domaine Zind-Humbrecht
5345;US;This wine is still coming out of its shell, with lightly reduced aromas of mandarin orange, fresh flowers, and citrus. It drinks bone dry, with silky-feeling fruit flavors providing intrigue but not entirely delivering. The aromas and flavors don't seem to match up.;;86;11.0;Washington;Columbia Valley (WA);Columbia Valley;Sean P. Sullivan;@wawinereport;;;Barnard Griffin 2015 Riesling (Columbia Valley (WA));Riesling;Barnard Griffin
5346;Italy;Intense aromas of white peach, green apple and pear carry over to the palate along with lemon zest, almond paste and a note of candied ginger. Crisp acidity brightens up the creamy fruit palate.;Ella;88;19.0;Lombardy;Lugana;;Kerin O’Keefe;@kerinokeefe;female;;Ancilla 2012 Ella  (Lugana);Turbiana;Ancilla
5347;Portugal;The wine shows its youth with firm, mineral tannins and only a light hint at the fruit. It does have plenty of acidity so it will develop a fresh, fruity character in a few months. The aftertaste is firm and still needing time. Drink from 2017.;Rede Colheita Tinto;85;12.0;Douro;;;Roger Voss;@vossroger;male;;Quinta da Rede 2014 Rede Colheita Tinto Red (Douro);Portuguese Red;Quinta da Rede
5348;Italy;Bright and fragrant, this has aromas of Golden Delicious, pear, white flower and honeysuckle. It has a touch of sun-ripened sweetness, followed by a creamy texture.;;87;15.0;Sicily & Sardinia;Sicilia;;;;;;Feudo Montoni 2011 Grillo (Sicilia);Grillo;Feudo Montoni
5349;US;Floral, exciting and chocolaty, this is a dense, rich, well-crafted beauty. Yummy is one of the best ways to describe it. It has full but friendly tannins, all the length you could ask for, and in the final analysis it leaves an impression of heft and significance.;;92;64.0;California;Napa Valley;Napa;;;;;Seavey 1997 Cabernet Sauvignon (Napa Valley);Cabernet Sauvignon;Seavey
5350;US;While oaky and smoky, this Chardonnay is packed with fleshy tropical fruit A slightly bracing feel on the finish gives it some texture. It should pair well with weekday meals or as a pass-around wine at parties.;;84;15.0;California;California;California Other;Virginie Boone;@vboone;female;;Spellbound 2012 Chardonnay (California);Chardonnay;Spellbound
5351;Germany;Shows ample complexity on the nose, offering up hints of dried apricot and crushed stone to go alongside dominant notes of superripe apple. On the palate, although this lacks the zest and freshness of the very best auslese, it's still a leasing package, combining hints of honeyed richness with ripe pears and spice. Drink over the next 5–10 years.;Wehlener Sonnenuhr Auslese;89;42.0;Mosel-Saar-Ruwer;;;Joe Czerwinski;@JoeCz;Male;;Dr. Loosen 2006 Wehlener Sonnenuhr Auslese Riesling (Mosel-Saar-Ruwer);Riesling;Dr. Loosen
5352;US;There are tons of ripe tangerine, apricot and lime flavors in this flashy Chardonnay. It's rich in vanilla and buttered, toasty oak, with brisk acidity. Easy to drink now.;Estate  Reserve;87;40.0;California;Alexander Valley;Sonoma;;;;;Stuhlmuller Vineyards 2010 Estate  Reserve Chardonnay (Alexander Valley);Chardonnay;Stuhlmuller Vineyards
5353;France;Minerally and structured wine with a serious and complex range of flavors. The wine is richly textured, layering black currant fruits, a very dry character with dense tannins and intense acidity. It shows the potential for elegance and balance. Drink from 2017.;Cuvée Icône du Château de Haute-Serre;93;140.0;Southwest France;Cahors;;Roger Voss;@vossroger;male;;Georges Vigouroux 2010 Cuvée Icône du Château de Haute-Serre Malbec (Cahors);Malbec;Georges Vigouroux
5354;Austria;This is a full-bodied wine with a citrus streak of acidity to go with peach and apricot flavors. It is rich, just hinting at minerality, generous in mouthfeel.;Vom Gelben Löss;90;21.0;Wagram-Donauland;;;Roger Voss;@vossroger;male;;Josef Ehmoser 2009 Vom Gelben Löss Riesling (Wagram-Donauland);Riesling;Josef Ehmoser
5355;US;This was pressed whole-cluster and fermented in French oak, roughly one-third new. It's a flavorful wine with caramel apple appeal, good definition and medium length. The barrels put a pleasing toasty frame around the finish.;Lumière;89;30.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Sparkman 2012 Lumière Chardonnay (Columbia Valley (WA));Chardonnay;Sparkman
5356;France;This is a red that shows some richness— ripe cherry flavor, as well as good layer of tannins. There is a juicy character to the wine that is balanced by the smoky flavors from wood aging. Drink now and until 2018.;Bonheur Convivial;87;17.0;Alsace;Alsace;;Roger Voss;@vossroger;male;;Rieflé 2011 Bonheur Convivial Pinot Noir (Alsace);Pinot Noir;Rieflé
